serial_number,itemid,quantity,price,expiration_days,priority,"gender","flags"
20800049,1702030,1,4000,90,9,"both",""
20800050,1702048,1,4000,90,7,"both","on_sale"
20800051,1702032,1,4500,90,7,"both","on_sale"
20800052,1702032,1,4000,90,9,"both",""
20800053,1702089,1,3800,90,7,"both","on_sale"
20800054,1702089,1,3400,90,9,"both",""
20800055,5021011,1,4800,90,7,"both","on_sale"
20800056,1702012,1,4200,90,7,"both","on_sale"
20800057,1702012,1,3800,90,9,"both",""
20800058,1092032,1,4500,90,7,"both",""
20800059,1702037,1,4700,90,7,"both","on_sale"
20800060,1702033,1,4500,90,7,"both","on_sale"
20800061,1702033,1,4000,90,9,"both",""
20800062,5021012,1,4500,90,7,"both","on_sale"
20800063,1702035,1,4500,90,7,"both","on_sale"
20800064,1702035,1,4000,90,9,"both",""
20800065,5021002,1,4500,90,7,"both","on_sale"
20800066,1702042,1,4300,90,7,"both","on_sale"
20800067,1702031,1,4500,90,7,"both","on_sale"
20800068,1702031,1,4000,90,9,"both",""
20800069,5021004,1,4500,90,7,"both","on_sale"
20800070,1702019,1,4800,90,6,"both",""
20800071,5021001,1,4600,90,7,"both",""
20800072,1702001,1,4500,90,7,"both","on_sale"
20800073,1702005,1,3800,90,7,"both","on_sale"
20800074,1702006,1,3800,90,7,"both","on_sale"
20800075,1702007,1,3800,90,7,"both","on_sale"
20800076,1702047,1,4700,90,7,"both","on_sale"
20800077,1702038,1,4500,90,7,"both","on_sale"
20800078,1702039,1,4500,90,7,"both","on_sale"
20800079,1702040,1,4500,90,7,"both","on_sale"
20800080,1702041,1,4500,90,7,"both","on_sale"
20800081,1702046,1,4500,90,7,"both","on_sale"
20800082,1702060,1,4500,90,7,"both","on_sale"
20800083,1702099,1,2700,90,9,"both","on_sale"
20800084,1702072,1,4500,90,7,"both","on_sale"
20800085,1092033,1,4500,90,7,"both","on_sale"
20800086,1702050,1,4300,90,7,"both","on_sale"
20800087,5021006,1,4700,90,7,"both","on_sale"
20800088,1702061,1,5000,90,7,"both","on_sale"
20800089,1702062,1,5000,90,7,"both","on_sale"
20800090,1702105,1,3500,90,7,"both","on_sale"
20800091,1702108,1,3400,90,7,"both","on_sale"
20800092,1702106,1,4100,90,7,"both","on_sale"
20800093,1702107,1,3400,90,7,"both","on_sale"
20800094,5021007,1,4500,90,7,"both","on_sale"
20800095,1702073,1,3800,90,7,"both","on_sale"
20800096,1702074,1,3800,90,7,"both","on_sale"
20800097,5021008,1,5000,90,7,"both","on_sale"
20800098,1702059,1,4200,90,7,"both","on_sale"
20800099,1702056,1,4200,90,7,"both","on_sale"
20800100,1702057,1,4200,90,7,"both","on_sale"
20800101,1702080,1,4500,90,7,"both","on_sale"
20800102,1702081,1,4500,90,7,"both","on_sale"
20800103,1702079,1,4500,90,7,"both","on_sale"
20800104,1702090,1,4900,90,7,"both","on_sale"
20800105,1702084,1,4700,90,7,"both","on_sale"
20800106,5240007,1,1000,90,9,"both",""
20800107,5240007,11,10000,90,9,"both",""
20800108,1702103,1,4800,90,7,"both","on_sale"
20800109,1702055,1,3700,90,7,"both","on_sale"
20800110,1702063,1,3500,90,8,"both","on_sale"
20800111,1702064,1,3500,90,7,"both","on_sale"
20800112,1702085,1,4800,90,7,"both","on_sale"
20800113,1702065,1,3500,90,7,"both","on_sale"
20800114,1702078,1,4900,90,7,"both","on_sale"
20800115,1702045,1,4800,90,7,"both","on_sale"
20800116,1702058,1,4100,90,7,"both","on_sale"
20800117,5021009,1,4800,90,7,"both","on_sale"
20800118,1702000,1,4800,90,7,"both","on_sale"
20800119,1702060,1,4500,90,8,"both",""
20800120,1702017,1,3300,90,7,"both",""
20800121,1702014,1,700,90,6,"both",""
20800122,1702088,1,4800,90,7,"both","on_sale"
20800123,1702088,1,4500,90,9,"both",""
20800124,1702126,1,4500,90,7,"both","on_sale"
20800125,1092044,1,3800,90,7,"both","on_sale"
20800126,1702130,1,4500,90,7,"both","on_sale"
20800127,1702129,1,4500,90,7,"both","on_sale"
20800128,1702128,1,4500,90,7,"both","on_sale"
20800129,1702127,1,4800,90,7,"both","on_sale"
20800130,1702028,1,700,90,6,"both",""
20800131,1702021,1,4100,90,7,"both","on_sale"
20800132,1702082,1,4200,90,7,"both","on_sale"
20800133,1702023,1,4100,90,7,"both","on_sale"
20800134,1702017,1,700,90,7,"both",""
20800135,1702134,1,4900,90,7,"both","on_sale"
20800136,1702133,1,4300,90,9,"both",""
20800137,5021016,1,4700,90,7,"both","on_sale"
20800138,1702121,1,4600,90,9,"both","on_sale"
20800139,1702114,1,4500,90,7,"both","on_sale"
20800140,1702133,1,4300,90,7,"both","on_sale"
20800141,1702123,1,4700,90,7,"both","on_sale"
20800142,1702124,1,4900,90,7,"both","on_sale"
20800143,1702022,1,4100,90,7,"both","on_sale"
20800144,5021010,1,4800,90,7,"both","on_sale"
20800145,1702092,1,4900,90,7,"both","on_sale"
20800146,5021013,1,4700,90,7,"both","on_sale"
20800147,1702146,1,4900,90,7,"both","on_sale"
20800148,1702147,1,5100,90,7,"both","on_sale"
20800149,1702152,1,5000,90,7,"both","on_sale"
20800150,1702145,1,4800,90,7,"both","on_sale"
20800151,1702096,1,4700,90,7,"both","on_sale"
20800152,1702087,1,4500,90,7,"both","on_sale"
20800153,5021015,1,4600,90,7,"both","on_sale"
20800154,1702098,1,4500,90,7,"both","on_sale"
20800155,1702036,1,700,90,7,"both",""
20800156,1702012,1,500,90,9,"both",""
20800157,1702004,1,500,90,7,"both",""
20800158,1702151,1,4900,90,7,"both","on_sale"
20800159,1702086,1,4900,90,7,"both","on_sale"
20800160,1702156,1,4900,90,7,"both","on_sale"
20800161,1702141,1,4900,90,7,"both","on_sale"
20800162,1702157,1,4500,90,7,"both","on_sale"
20800163,1702142,1,4700,90,7,"both","on_sale"
20800164,1702131,1,4500,90,7,"both","on_sale"
20800165,1702093,1,4900,90,7,"both","on_sale"
20800166,1702149,1,5000,90,7,"both",""
20800167,1702149,1,4800,90,9,"both",""
20800168,1702150,1,5000,90,7,"both",""
20800169,1702150,1,4800,90,9,"both",""
20800170,1702033,1,2500,90,9,"both",""
20800171,1702034,1,3500,90,9,"both",""
20800172,1702032,1,2500,90,9,"both",""
20800173,1702031,1,2500,90,9,"both",""
20800174,1702030,1,2500,90,9,"both",""
20800175,1702035,1,2500,90,9,"both",""
20800176,1702083,1,4300,90,7,"both","on_sale"
20800177,1702140,1,4500,90,7,"both","on_sale"
20800178,1702161,1,4700,90,7,"both","on_sale"
20800179,1702162,1,4500,90,7,"both","on_sale"
20800180,1702119,1,4500,90,7,"both",""
20800181,1702119,1,4200,90,9,"both",""
20800182,1702120,1,4500,90,7,"both",""
20800183,1702120,1,4200,90,9,"both",""
20800184,1702118,1,4500,90,7,"both",""
20800185,1702118,1,4200,90,9,"both",""
20800186,1702164,1,4500,90,7,"both","on_sale"
20800187,1702163,1,4500,90,9,"both",""
20800188,5021021,1,4400,90,7,"both","on_sale"
20800189,5021020,1,4300,90,7,"both","on_sale"
20800190,1702172,1,4800,90,7,"both",""
20800191,1702154,1,4500,90,7,"both","on_sale"
20800192,1702165,1,5000,90,7,"both","on_sale"
20800193,1702163,1,4500,90,7,"both","on_sale"
20800194,1702171,1,4500,90,7,"both","on_sale"
20800195,1702169,1,5000,90,7,"both","on_sale"
20800196,1702175,1,4500,90,7,"both","on_sale"
20800197,1702173,1,4500,90,7,"both","on_sale"
20800198,1702155,1,4500,90,7,"both","on_sale"
20800199,1702174,1,4400,90,7,"both","on_sale"
20800200,1702180,1,4800,90,10,"both","on_sale"
20800201,1702066,1,3900,90,7,"both","on_sale"
20800202,1702070,1,4200,90,7,"both","on_sale"
20800203,1702179,1,4500,90,7,"both","on_sale"
20800204,1702112,1,4300,90,7,"both","on_sale"
20800205,1702122,1,4600,90,7,"both","on_sale"
20800206,1702123,1,4400,90,7,"both",""
20800207,1702183,1,5000,90,9,"both",""
20800208,1702184,1,5000,90,9,"both",""
20800209,1702185,1,5000,90,7,"both","on_sale"
20800210,1702184,1,5000,90,7,"both","on_sale"
20800211,1702187,1,5000,90,9,"both",""
20800212,1702182,1,5200,90,7,"both","on_sale"
20800213,1702188,1,5000,90,7,"both","on_sale"
20800214,1702144,1,4400,90,7,"both","on_sale"
20800215,1702193,1,4500,90,7,"both","on_sale"
20800216,1702189,1,4900,90,7,"both","on_sale"
20800217,1702104,1,4300,90,9,"both",""
20800218,1702148,1,4800,90,9,"both",""
20800219,1702153,1,5000,90,7,"both","on_sale"
20800220,1702095,1,4000,90,7,"both","on_sale"
20800221,1702132,1,4400,90,7,"both","on_sale"
20800222,1702102,1,4700,90,8,"both",""
20800223,5021003,1,4800,90,7,"both",""
20800224,5021014,1,4800,90,7,"both",""
20800225,5021017,1,5000,90,7,"both",""
20800226,1702094,1,4000,90,7,"both","on_sale"
20800227,5281001,1,320,90,8,"both",""
20800228,5281001,11,3200,90,7,"both",""
20800229,1702143,1,4000,90,7,"both","on_sale"
20800230,1702104,1,4300,90,7,"both","on_sale"
20800231,1702102,1,4700,90,7,"both","on_sale"
20800232,1702148,1,4800,90,7,"both","on_sale"
20800233,1702091,1,4100,90,7,"both","on_sale"
20800234,1702181,1,4800,90,7,"both","on_sale"
20800235,1702201,1,4500,90,7,"both","on_sale"
20800236,5021017,1,5000,90,7,"both","on_sale"
20800237,5021014,1,4800,90,7,"both","on_sale"
20800238,5021023,1,4800,90,7,"both","on_sale"
20800239,5021003,1,4800,90,7,"both","on_sale"
20800240,1702036,1,2000,90,7,"both",""
20800241,1702012,1,500,90,9,"both",""
20800242,1702004,1,1000,90,7,"both",""
20800243,1702159,1,4900,90,7,"both","on_sale"
20800244,1702158,1,4900,90,7,"both","on_sale"
20800245,1702160,1,4800,90,7,"both","on_sale"
20800246,1702210,1,5000,90,7,"both","on_sale"
20800247,1702168,1,5000,90,7,"both","on_sale"
20800248,1702170,1,5000,90,7,"both","on_sale"
20800249,1702209,1,4900,90,7,"both","on_sale"
20800250,1702167,1,5100,90,7,"both","on_sale"
20800251,1702191,1,7000,90,7,"both","on_sale"
20800252,1702195,1,6000,90,7,"both","on_sale"
20800253,1702196,1,5000,90,7,"both","on_sale"
20800254,1702202,1,5000,90,7,"both","on_sale"
20800255,1702177,1,4800,90,7,"both","on_sale"
20800256,1702213,1,5000,90,7,"both","on_sale"
20800257,1702180,1,2810,90,10,"both",""
20800258,1702138,1,4500,90,5,"both","on_sale"
20800259,1092040,1,3600,90,7,"both","on_sale"
20800260,1702207,1,4500,90,7,"both","on_sale"
20800261,1702219,1,4500,90,7,"both","on_sale"
20800262,5021024,1,4400,90,7,"both","on_sale"
20800263,1702220,1,4300,90,7,"both","on_sale"
20800264,1702218,1,4500,90,7,"both","on_sale"
20800265,5021017,1,900,10,11,"both",""
20800266,1702202,1,900,10,11,"both",""
20800267,1702155,1,500,3,11,"both",""
20800268,1702153,1,500,3,11,"both",""
20800269,1702217,1,4600,90,7,"both","on_sale"
20800270,1702204,1,4300,90,6,"both","on_sale"
20800271,5021019,1,4600,90,7,"both","on_sale"
20800272,1702191,1,2810,90,8,"both",""
20800273,1702202,1,2810,90,11,"both",""
20800274,5021017,1,2810,90,11,"both",""
20800275,1092044,1,2810,90,7,"both",""
20800276,1702154,1,2810,90,7,"both",""
20800277,1702158,1,2810,90,7,"both",""
20800278,1702179,1,2810,90,7,"both",""
20800279,1702174,1,2810,90,7,"both",""
20800280,1702207,1,2810,90,7,"both",""
20800281,1702153,1,2810,90,11,"both",""
20800282,1702121,1,2810,90,11,"both",""
20800283,1092062,1,4000,90,7,"both","on_sale"
20800284,1702229,1,4500,90,11,"both","on_sale"
20800285,1702233,1,4000,90,7,"both","on_sale"
20800286,1702226,1,4200,90,7,"both","on_sale"
20800287,1702228,1,4200,90,7,"both","on_sale"
20800288,1702230,1,4300,90,7,"both","on_sale"
20800289,1702235,1,4000,90,12,"both",""
20800290,1702139,1,2500,90,6,"both","on_sale"
20800291,5021022,1,4200,90,6,"both","on_sale"
20800292,1702208,1,4100,90,6,"both","on_sale"
20800293,1702235,1,4300,90,7,"both",""
20800294,1702246,1,4200,90,8,"both","on_sale"
20800295,5021025,1,4000,90,7,"both","on_sale"
20800296,1702215,1,4100,90,6,"both","on_sale"
20800297,1092039,1,4000,90,6,"both","on_sale"
20800298,1702249,1,4500,90,7,"both","on_sale"
20800299,1702250,1,4000,90,7,"both","on_sale"
20800300,1702238,1,4200,90,7,"both","on_sale"
20800301,1702212,1,6000,90,7,"both","on_sale"
20800302,1702120,1,2400,90,9,"both",""
20800303,1702119,1,2400,90,9,"both",""
20800304,1702118,1,2400,90,9,"both",""
20800305,1702251,1,4200,90,8,"both","on_sale"
20800306,5021026,1,3200,90,7,"both","on_sale"
20800307,1702149,1,2400,90,9,"both",""
20800308,1702150,1,3500,90,9,"both",""
20900000,1112211,1,300,14,7,"both",""
20900001,1112200,1,300,14,7,"both",""
20900002,1112202,1,300,14,7,"both",""
20900003,1112100,1,300,14,7,"both",""
20900004,1112101,1,300,14,7,"both",""
20900005,1112102,1,300,14,7,"both",""
20900006,1112211,1,4500,90,7,"both","on_sale"
20900007,1112200,1,4500,90,6,"both",""
20900008,1112202,1,4500,90,6,"both",""
20900009,1112100,1,4000,90,8,"both","on_sale"
20900010,1112101,1,4000,90,7,"both","on_sale"
20900011,1112102,1,4000,90,7,"both","on_sale"
20900012,1112105,1,4000,90,6,"both","on_sale"
20900013,1112106,1,4000,90,6,"both","on_sale"
20900014,1112206,1,4500,90,6,"both","on_sale"
20900015,1112207,1,4500,90,7,"both","on_sale"
20900016,1112107,1,4000,90,7,"both","on_sale"
20900017,1112208,1,4500,90,7,"both","on_sale"
20900018,1112204,1,4000,90,6,"both",""
20900019,1112205,1,4000,90,6,"both",""
20900020,1112104,1,4000,90,7,"both","on_sale"
20900021,1112219,1,4500,90,7,"both","on_sale"
20900022,1112109,1,4000,90,6,"both","on_sale"
20900023,1112212,1,4500,90,7,"both","on_sale"
20900024,1112108,1,4000,90,7,"both","on_sale"
20900025,1112115,1,4000,90,7,"both","on_sale"
20900026,1112808,1,4500,90,6,"both","on_sale"
20900027,1112209,1,4500,90,6,"both",""
20900028,1112001,1,6000,90,9,"both","on_sale"
20900029,1112210,1,4500,90,7,"both",""
20900030,1112213,1,100,90,9,"both",""
20900031,1112213,1,4500,90,7,"both",""
20900032,1112204,1,1900,90,9,"both",""
20900033,1112205,1,1900,90,9,"both",""
20900034,1112200,1,1100,90,9,"both",""
20900035,1112216,1,4500,90,7,"both","on_sale"
20900036,1112215,1,4500,90,7,"both","on_sale"
20900037,1112201,1,4500,90,7,"both","on_sale"
20900038,1112217,1,4500,90,7,"both","on_sale"
20900039,1112218,1,4500,90,7,"both",""
20900040,1112214,1,4500,90,7,"both",""
20900041,1112223,1,4500,90,7,"both","on_sale"
20900042,1112112,1,4000,90,7,"both","on_sale"
20900043,1112117,1,4000,90,7,"both","on_sale"
20900044,1112227,1,4500,90,7,"both","on_sale"
20900045,1112103,1,4500,90,7,"both","on_sale"
20900046,1112203,1,4600,90,7,"both","on_sale"
20900047,1112003,1,6000,90,9,"both","on_sale"
20900048,1112113,1,4000,90,7,"both","on_sale"
20900049,1112113,1,3700,90,9,"both",""
20900050,1112225,1,4500,90,7,"both","on_sale"
20900051,1112225,1,4200,90,9,"both",""
20900052,1112114,1,4000,90,7,"both","on_sale"
20900053,1112114,1,3700,90,9,"both",""
20900054,1112224,1,4500,90,7,"both","on_sale"
20900055,1112224,1,4200,90,9,"both",""
20900056,1112800,1,4500,90,7,"both","on_sale"
20900057,1112801,1,4500,90,8,"both","on_sale"
20900058,1112802,1,4500,90,9,"both","on_sale"
20900059,1112002,1,6000,90,6,"both","on_sale"
20900060,1112005,1,6000,90,10,"both","on_sale"
20900061,1112006,1,6000,90,8,"both","on_sale"
20900062,1112122,1,4000,90,7,"both","on_sale"
20900063,1112232,1,4500,90,7,"both","on_sale"
20900064,1112901,1,3100,90,7,"both","on_sale"
20900065,1112900,1,3000,90,7,"both","on_sale"
20900066,1112903,1,3300,90,7,"both","on_sale"
20900067,1112123,1,4000,90,7,"both",""
20900068,1112123,1,3800,90,9,"both",""
20900069,1112124,1,4000,90,7,"both","on_sale"
20900070,1112124,1,3800,90,9,"both",""
20900071,1112125,1,4000,90,7,"both","on_sale"
20900072,1112125,1,3800,90,9,"both",""
20900073,1112233,1,4500,90,7,"both","on_sale"
20900074,1112233,1,4200,90,9,"both",""
20900075,1112234,1,4500,90,7,"both","on_sale"
20900076,1112234,1,4200,90,9,"both",""
20900077,1112235,1,4500,90,7,"both","on_sale"
20900078,1112235,1,4200,90,9,"both",""
20900079,1112904,1,3300,90,7,"both","on_sale"
20900080,1112007,1,4500,90,7,"both","on_sale"
20900081,1112908,1,3300,90,11,"both","on_sale"
20900082,1112905,1,4500,90,7,"both","on_sale"
20900083,1112906,1,4500,90,7,"both","on_sale"
20900084,1112012,1,4500,90,7,"both","on_sale"
20900085,1112231,1,4400,90,5,"both","on_sale"
20900086,1112219,1,4500,30,7,"both",""
20900087,1112126,1,4200,90,7,"both","on_sale"
20900088,1112236,1,4200,90,7,"both","on_sale"
20900089,1112222,1,4200,90,14,"both",""
20900090,1112906,1,4500,90,7,"both",""
20900091,1112902,1,4500,90,7,"both","on_sale"
20900092,1112123,1,2800,90,9,"both",""
20900093,1112233,1,3150,90,9,"both",""
20900094,1112124,1,2800,90,9,"both",""
20900095,1112234,1,3150,90,9,"both",""
20900096,1112125,1,2800,90,9,"both",""
20900097,1112235,1,3150,90,9,"both",""
20900098,1112810,1,4500,90,5,"both","on_sale"
20900099,1112811,1,4500,90,5,"both","on_sale"
20900100,1112812,1,4500,90,12,"both","on_sale"
20900101,1112916,1,4500,90,12,"both","on_sale"
20900102,1112908,1,3000,90,12,"both",""
20900103,1112005,1,3600,90,12,"both",""
20900104,1112802,1,3600,90,12,"both",""
20900105,1112001,1,4800,90,12,"both",""
20900106,1112801,1,3600,90,12,"both",""
20900107,1112012,1,3600,90,12,"both",""
20900108,1112006,1,4800,90,12,"both",""
20900109,1112003,1,4800,90,12,"both",""
20900110,1112100,1,3200,90,12,"both",""
20900111,1112800,1,3600,90,12,"both",""
21100000,1102005,1,3700,90,7,"both","on_sale"
21100001,1102005,1,3300,90,7,"both",""
21100002,1102039,1,1800,90,11,"both","on_sale"
21100003,1102007,1,3100,90,6,"both","on_sale"
21100004,1102008,1,3100,90,6,"both","on_sale"
21100005,1102009,1,100,90,9,"both",""
21100006,1102010,1,100,90,9,"both",""
21100007,1102009,1,3100,90,6,"both","on_sale"
21100008,1102010,1,3100,90,7,"both","on_sale"
21100009,1102020,1,3700,90,6,"both","on_sale"
21100010,1102045,1,4300,90,6,"both","on_sale"
21100011,1102044,1,4300,90,7,"both","on_sale"
21100012,1102006,1,3900,90,7,"both","on_sale"
21100013,1102058,1,4300,90,7,"both","on_sale"
21100014,1102049,1,4100,90,9,"both",""
21100015,1102050,1,4100,90,9,"both",""
21100016,1102051,1,4100,90,7,"both","on_sale"
21100017,1102052,1,4100,90,7,"both","on_sale"
21100018,1102049,1,4100,90,7,"both","on_sale"
21100019,1102050,1,4100,90,7,"both","on_sale"
21100020,1102059,1,4500,90,6,"both","on_sale"
21100021,1102036,1,2800,90,7,"both",""
21100022,1102037,1,2800,90,7,"both",""
21100023,1102038,1,2800,90,7,"both",""
21100024,1102063,1,4500,90,10,"both","on_sale"
21100025,1102066,1,4500,90,9,"both","on_sale"
21100026,1102068,1,4100,90,7,"both","on_sale"
21100027,1102075,1,4200,90,7,"both","on_sale"
21100028,1102067,1,3500,90,7,"both","on_sale"
21100029,1102069,1,4100,90,7,"both","on_sale"
21100030,1102065,1,4100,90,7,"both","on_sale"
21100031,1102070,1,3500,90,6,"both","on_sale"
21100032,1102062,1,4500,90,7,"both","on_sale"
21100033,1102074,1,4200,90,7,"both","on_sale"
21100034,1102092,1,3000,90,7,"both","on_sale"
21100035,1102073,1,3300,90,7,"both","on_sale"
21100036,1102091,1,2900,90,7,"both","on_sale"
21100037,1102005,1,3700,90,9,"both",""
21100038,1102093,1,2700,90,7,"both","on_sale"
21100039,1102111,1,3100,90,7,"both","on_sale"
21100040,1102110,1,2900,90,7,"both","on_sale"
21100041,1102108,1,3200,90,9,"both","on_sale"
21100042,1102112,1,3300,90,7,"both","on_sale"
21100043,1102060,1,4200,90,7,"both","on_sale"
21100044,1102098,1,3600,90,7,"both","on_sale"
21100045,1102150,1,4000,90,7,"both","on_sale"
21100046,1102142,1,3500,90,7,"both","on_sale"
21100047,1102137,1,2900,90,7,"both","on_sale"
21100048,1102076,1,3300,90,7,"both","on_sale"
21100049,1102141,1,2900,90,7,"both","on_sale"
21100050,1102148,1,3400,90,7,"both",""
21100051,1102148,1,3100,90,9,"both",""
21100052,1102149,1,3400,90,7,"both",""
21100053,1102149,1,3100,90,9,"both",""
21100054,1102107,1,3500,90,7,"both","on_sale"
21100055,1102096,1,4000,90,7,"both",""
21100056,1102096,1,3700,90,9,"both",""
21100057,1102095,1,4000,90,7,"both",""
21100058,1102095,1,3700,90,9,"both",""
21100059,1102097,1,4000,90,7,"both",""
21100060,1102097,1,3700,90,9,"both",""
21100061,1102154,1,3700,90,7,"both","on_sale"
21100062,1102153,1,3500,90,7,"both","on_sale"
21100063,1102157,1,3800,90,7,"both","on_sale"
21100064,1102155,1,3400,90,7,"both","on_sale"
21100065,1102156,1,3500,90,8,"both","on_sale"
21100066,1102151,1,3500,90,7,"both","on_sale"
21100067,5110000,1,3200,90,9,"both",""
21100068,1102159,1,3700,90,7,"both","on_sale"
21100069,1102158,1,3500,90,7,"both","on_sale"
21100070,1102072,1,3300,90,7,"both","on_sale"
21100071,1102138,1,3600,90,7,"both","on_sale"
21100072,1102160,1,3800,90,7,"both","on_sale"
21100073,1102164,1,3600,90,7,"both","on_sale"
21100074,1102169,1,3600,90,7,"both","on_sale"
21100075,1102144,1,3900,90,7,"both","on_sale"
21100076,1102175,1,4000,90,7,"both","on_sale"
21100077,1102185,1,3800,90,7,"both","on_sale"
21100078,1102186,1,3500,90,7,"both","on_sale"
21100079,1102094,1,3000,90,7,"both","on_sale"
21100080,1102077,1,3400,90,5,"both","on_sale"
21100081,1102196,1,3100,90,8,"both","on_sale"
21100082,1102025,1,3100,90,7,"both","on_sale"
21100083,1102203,1,3400,90,7,"both","on_sale"
21100084,1102142,1,800,10,7,"both",""
21100085,1102067,1,800,10,11,"both",""
21100086,1102112,1,400,3,11,"both",""
21100087,1102186,1,400,3,11,"both",""
21100088,1102216,1,3000,90,7,"both","on_sale"
21100089,1092062,1,4000,90,12,"both",""
21100090,1102218,1,3500,90,7,"both","on_sale"
21100091,1102222,1,3700,90,13,"both",""
21100092,1102222,1,3000,90,13,"both",""
21100093,1102215,1,3000,90,6,"both","on_sale"
21100094,1102210,1,3300,90,6,"both","on_sale"
21100095,1102223,1,3000,90,8,"both","on_sale"
21100096,1102202,1,3800,90,8,"both","on_sale"
21100097,1102095,1,3800,90,9,"both",""
21100098,1102096,1,3800,90,9,"both",""
21100099,1102097,1,3800,90,9,"both",""
21100100,1102224,1,3600,90,7,"both","on_sale"
21100101,1102148,1,1500,90,9,"both",""
21100102,1102222,1,1500,90,13,"both",""
21100103,1102149,1,1700,90,9,"both",""
21100104,1102229,1,4400,90,12,"both",""
30000000,5050000,1,3100,90,11,"both","on_sale"
30000001,5050001,1,2400,90,8,"both","on_sale"
30000002,5050002,1,100,90,9,"both",""
30000003,5050002,1,4900,90,9,"both","on_sale"
30000004,5040000,6,2500,90,8,"both","on_sale"
30000005,5040000,1,500,90,8,"both","on_sale"
30000006,5050003,1,9300,90,7,"both","on_sale"
30000007,5060000,1,1800,90,8,"both","on_sale"
30000008,5041000,1,900,90,10,"both","on_sale"
30000009,5041000,6,4500,90,9,"both","on_sale"
30000010,5041000,3,2500,90,8,"both",""
30000011,5041000,6,4500,90,9,"both",""
30000012,5400000,1,10000,90,9,"both",""
30000013,5050000,3,5000,90,9,"both",""
30000014,5041000,11,5500,90,9,"both",""
30000015,5050004,1,12000,90,7,"both","on_sale"
30000016,5040000,6,2100,90,8,"both",""
30000017,5060001,1,3000,90,5,"both",""
30000018,5450000,5,2800,90,5,"both","on_sale"
30000019,5050000,5,12400,90,14,"both",""
30000020,5050000,1,2700,90,11,"both",""
30000021,5050001,1,2200,90,9,"both",""
30000022,5050002,1,4500,90,8,"both",""
30000023,5050003,1,8400,90,8,"both",""
30000024,5050004,1,10800,90,8,"both",""
30000025,5041000,1,630,90,13,"both",""
30000026,5041000,6,3250,90,13,"both",""
30000027,5041000,1,900,90,10,"both",""
30000028,5061000,1,2400,90,6,"both","on_sale"
30000029,5061001,1,2600,90,6,"both","on_sale"
30000030,5061002,1,2900,90,6,"both","on_sale"
30000031,5050000,5,7500,90,13,"both",""
30000032,5050000,10,13000,90,13,"both",""
30000033,5050000,20,20000,90,13,"both",""
30000034,5050001,5,6000,90,12,"both",""
30000035,5050002,5,14700,90,12,"both",""
30000036,5050003,5,32550,90,12,"both",""
30000037,5050004,5,42000,90,12,"both",""
30000038,5041000,5,3250,90,13,"both",""
30000039,5050001,5,12000,90,12,"both",""
30000040,5050002,5,24500,90,12,"both",""
30000041,5050003,5,46500,90,12,"both",""
30000042,5050004,5,60000,90,12,"both",""
30000043,5050000,5,15500,90,13,"both",""
30000044,5050000,10,31000,90,13,"both",""
30000045,5050000,20,62000,90,13,"both",""
30000046,5061003,1,3100,90,6,"both","on_sale"
30100000,5071000,1,300,90,7,"both","on_sale"
30100001,5071000,11,3000,90,7,"both","on_sale"
30100002,5072000,1,1300,90,11,"both","on_sale"
30100003,5072000,5,5200,90,8,"both","on_sale"
30100004,5072000,13,13000,90,9,"both","on_sale"
30100005,5072000,3,3000,90,9,"both",""
30100006,5075000,1,1000,90,7,"both","on_sale"
30100007,5075000,11,10000,90,7,"both","on_sale"
30100008,5075001,1,1200,90,7,"both","on_sale"
30100009,5075001,11,12000,90,7,"both","on_sale"
30100010,5075002,1,1400,90,7,"both","on_sale"
30100011,5075002,11,14000,90,7,"both","on_sale"
30100012,5075003,1,1900,90,7,"both","on_sale"
30100013,5075003,11,19000,90,7,"both","on_sale"
30100014,5075004,1,2000,90,7,"both","on_sale"
30100015,5075004,11,20000,90,7,"both","on_sale"
30100016,5075005,1,2200,90,7,"both","on_sale"
30100017,5075005,11,22000,90,7,"both","on_sale"
30100018,5390000,1,1700,90,8,"both","on_sale"
30100019,5390000,1,1500,90,9,"both",""
30100020,5390000,5,7500,90,7,"both","on_sale"
30100021,5390000,13,19500,90,7,"both","on_sale"
30100022,5390002,1,1700,90,8,"both","on_sale"
30100023,5390002,1,1500,90,9,"both",""
30100024,5390002,5,7500,90,7,"both","on_sale"
30100025,5390002,13,19500,90,7,"both","on_sale"
30100026,5390001,1,1700,90,9,"both","on_sale"
30100027,5390001,1,1500,90,9,"both",""
30100028,5390001,5,7500,90,8,"both","on_sale"
30100029,5390001,13,19500,90,7,"both","on_sale"
30100030,5072000,5,4800,90,9,"both",""
30100031,5071000,5,300,30,8,"both",""
30100032,5071000,3,300,90,8,"both",""
30100033,5071000,1,210,90,13,"both",""
30100034,5071000,11,2100,90,13,"both",""
30100035,5072000,1,910,90,14,"both",""
30100036,5072000,5,3640,90,14,"both",""
30100037,5072000,13,9100,90,14,"both",""
30100038,5077000,1,2500,90,6,"both","on_sale"
30100039,5077000,11,25000,90,6,"both","on_sale"
30100040,5076000,1,1300,90,10,"both","on_sale"
30100041,5076000,11,13000,90,7,"both","on_sale"
30100042,5390006,1,2000,90,12,"both","on_sale"
30100043,5390006,11,20000,90,12,"both","on_sale"
30100044,5390005,1,1700,90,12,"both","on_sale"
30100045,5390005,5,7500,90,12,"both","on_sale"
