itemid,"flags","cure_ailments",effect,hp,mp,hp_percentage,mp_percentage,move_to,decrease_hunger,decrease_fatigue,carnival_points,create_item,prob,buff_time,weapon_attack,magic_attack,weapon_defense,magic_defense,accuracy,avoid,speed,jump,morph,"drop_up",drop_up_item,drop_up_item_range,drop_up_map_ranges,defense_vs_ice,defense_vs_fire,defense_vs_lightning,defense_vs_poison,defense_vs_stun,defense_vs_weakness,defense_vs_curse,defense_vs_darkness,defense_vs_seal
2022554,"","",0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,5,5,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022555,"","",0,0,0,0,0,0,0,0,0,0,0,600,5,5,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022556,"","",0,0,0,0,0,0,0,0,0,0,0,600,0,0,10,10,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022562,"","",0,0,0,0,0,0,0,0,0,0,0,2400,3,6,0,0,0,0,10,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022563,"","",0,0,0,0,0,0,0,0,0,0,0,2400,5,10,0,0,0,0,15,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022564,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022570,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022571,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022572,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022573,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022574,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022575,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022576,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022577,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022578,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022579,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022580,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022581,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022582,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022583,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022584,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022585,"","",1,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022586,"","",1,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022587,"","",1,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022588,"","",1,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022613,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022614,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022615,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022616,"","",1,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022617,"","",1,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022618,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022620,"","",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022621,"","",0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022622,"","",0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022623,"","",0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022624,"","",0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022625,"","",0,0,0,0,0,0,0,0,0,0,0,900,15,0,15,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022626,"","",0,0,0,0,0,0,0,0,0,0,0,900,0,15,0,15,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022627,"","",0,0,0,0,0,0,0,0,0,0,0,900,25,0,25,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022628,"","",0,0,0,0,0,0,0,0,0,0,0,900,0,25,0,25,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022629,"","",0,0,0,0,0,0,0,0,0,0,0,900,40,40,100,100,0,0,15,15,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022631,"no_mouse_cancel","",0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,-5,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022632,"no_mouse_cancel","",0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,-5,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022633,"no_mouse_cancel","",0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,-5,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2022634,"","",0,0,0,0,0,0,0,0,0,0,0,180,30,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2030000,"","",0,0,0,0,0,999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2030001,"","",0,0,0,0,0,104000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2030002,"","",0,0,0,0,0,101000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2030003,"","",0,0,0,0,0,102000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2030004,"","",0,0,0,0,0,100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2030005,"","",0,0,0,0,0,103000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2030006,"","",0,0,0,0,0,105040300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2030007,"","",0,0,0,0,0,211041500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2030008,"","",0,0,0,0,0,999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2030009,"","",0,0,0,0,0,800000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2030010,"","",0,0,0,0,0,801000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2030011,"","",0,0,0,0,0,221000300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2030012,"","",0,0,0,0,0,220000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2030016,"","",0,0,0,0,0,261000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2030019,"","",0,0,0,0,0,120000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2030020,"","",0,0,0,0,0,600000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2031000,"ignore_continent","",0,0,0,0,0,229010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2031001,"ignore_continent","",0,0,0,0,0,970000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2031002,"ignore_continent","",0,0,0,0,0,922231000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2031003,"ignore_continent","",0,0,0,0,0,910020000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2031004,"ignore_continent","",0,0,0,0,0,130000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2031006,"ignore_continent","",0,0,0,0,0,970000100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2031008,"ignore_continent","",0,0,0,0,0,140000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2032000,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2050000,"","poison",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2050001,"","darkness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2050002,"","weakness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2050003,"","curse,seal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2050004,"","darkness,poison,curse,seal,weakness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2050005,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2050006,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2050098,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2050099,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2060000,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2060001,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2060002,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2060003,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2060004,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2060005,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2060006,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2061000,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2061001,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2061002,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2061003,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2061004,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2120000,"","",0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2120008,"","",0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2160101,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2190000,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210000,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,1,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210001,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,2,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210002,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,3,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210003,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,4,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210004,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,5,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210005,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,6,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210006,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,7,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210007,"","",0,50,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,8,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210008,"","",0,50,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,8,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210009,"no_mouse_cancel","",0,50,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,9,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210010,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,10,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210011,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,11,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210012,"no_mouse_cancel","",0,50,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,12,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210016,"no_mouse_cancel","",0,50,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,16,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210017,"","",0,50,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,17,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210018,"","",0,50,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,18,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210021,"","",0,50,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,21,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210022,"no_mouse_cancel","",0,30000,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,22,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210030,"no_mouse_cancel","",0,50,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,36,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210032,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,38,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210033,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,39,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210034,"no_mouse_cancel","",0,50,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,40,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210035,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,41,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210036,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,42,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210037,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,43,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210038,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,44,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210039,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,45,"none",0,0,0,0,0,0,0,0,0,0,0,0
2210043,"","",0,50,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,49,"none",0,0,0,0,0,0,0,0,0,0,0,0
2211000,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2212000,"","",0,50,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2240000,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2240001,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2240002,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2240003,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2260000,"","",0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2270000,"","",1,0,0,0,0,0,0,0,0,1902000,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2270001,"","",1,0,0,0,0,0,0,0,0,4031830,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2270002,"","",1,0,0,0,0,0,0,0,0,4031868,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2270003,"","",1,0,0,0,0,0,0,0,0,4031887,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2270004,"","",1,0,0,0,0,0,0,0,0,4001169,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2270005,"","",1,0,0,0,0,0,0,0,0,2109001,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2270006,"","",1,0,0,0,0,0,0,0,0,2109002,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2270007,"","",1,0,0,0,0,0,0,0,0,2109003,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2270008,"","",1,0,0,0,0,0,0,0,0,2022323,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2270009,"","",1,0,0,0,0,0,0,0,0,2109000,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2270010,"","",1,0,0,0,0,0,0,0,0,2109001,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2270011,"","",1,0,0,0,0,0,0,0,0,2109002,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2270012,"","",1,0,0,0,0,0,0,0,0,2109003,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2310000,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2320000,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2340000,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2360000,"ghost","",0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2360001,"ghost","",0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2360002,"no_mouse_cancel,ghost","",0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2370000,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2370001,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2370002,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2370003,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2370004,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2370005,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2370006,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2370007,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2370008,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2370009,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2370010,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2370011,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2370012,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2380000,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2380001,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2380002,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2380003,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2380004,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2380005,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2380006,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2380007,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2380008,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2380009,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2380010,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2380011,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2380012,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2380013,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
2380014,"auto_consume","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"none",0,0,0,0,0,0,0,0,0,0,0,0
