mobid,mob_level,"flags",hp,mp,hp_recovery,mp_recovery,explode_hp,experience,link,summon_type,knockback,fixed_damage,death_buff,death_after,traction,damaged_by_skill_only,damaged_by_mob_only,drop_item_period,hp_bar_color,hp_bar_bg_color,carnival_points,physical_attack,physical_defense,magical_attack,magical_defense,accuracy,avoidability,speed,chase_speed,"ice_modifier","fire_modifier","poison_modifier","lightning_modifier","holy_modifier","nonelemental_modifier"
9410013,60,"",6000,400,0,0,0,280,0,1,600,0,0,0,10.0,0,0,0,0,0,0,210,180,225,190,155,20,-15,-15,"normal","normal","normal","normal","normal","normal"
9410014,85,"",5000,10,0,0,0,0,0,1,1,0,0,0,10.0,0,0,0,0,0,0,520,340,0,350,180,10,0,0,"normal","normal","normal","normal","normal","normal"
9410015,85,"boss,auto_aggro",230000,1000,500,50,0,4230,0,1,5000,0,0,0,10.0,0,0,0,0,0,0,480,720,520,660,200,40,-15,-15,"normal","normal","normal","normal","normal","normal"
9420000,28,"",720,100,0,0,0,58,0,1,1,0,0,0,10.0,0,0,0,0,0,0,105,60,0,73,115,12,-40,-40,"normal","normal","normal","normal","normal","normal"
9420001,8,"",75,45,0,0,0,17,0,1,1,0,0,0,10.0,0,0,0,0,0,0,52,5,0,10,42,1,-10,-10,"normal","normal","normal","normal","normal","normal"
9420002,60,"",6000,200,0,0,0,230,0,1,1,0,0,0,10.0,0,0,0,0,0,0,200,160,190,220,150,22,-70,-70,"normal","normal","normal","normal","normal","normal"
9420003,40,"auto_aggro",1920,120,0,0,0,95,0,1,1,0,0,0,10.0,0,0,0,0,0,0,124,110,0,130,65,15,-20,-20,"normal","normal","normal","normal","normal","normal"
9420004,25,"",500,55,0,0,0,46,0,1,1,0,0,0,10.0,0,0,0,0,0,0,90,20,0,30,50,8,-15,-15,"normal","normal","normal","normal","normal","normal"
9420005,15,"",230,25,0,0,0,28,0,1,1,0,0,0,10.0,0,0,0,0,0,0,82,11,0,40,45,5,0,0,"normal","normal","normal","normal","normal","normal"
9420015,15,"boss",500000,100,2000,0,0,1500,0,0,3000,0,0,1500,20.0,0,0,0,0,0,0,20,300,20,300,1000,25,-30,-30,"normal","normal","normal","normal","normal","normal"
9420500,28,"",700,50,0,0,0,50,0,1,1,0,0,0,10.0,0,0,0,0,0,0,100,35,0,70,60,10,-20,-20,"normal","normal","normal","normal","normal","normal"
9420501,38,"",1900,10,0,0,0,80,0,1,1,0,0,0,10.0,0,0,0,0,0,0,125,100,0,200,85,18,-14,-14,"normal","weak","normal","normal","normal","normal"
9420502,18,"",280,30,0,0,0,30,0,1,1,0,0,0,10.0,0,0,0,0,0,0,85,30,0,10,50,5,-30,-30,"normal","normal","normal","normal","normal","normal"
9420503,33,"",1000,60,0,0,0,60,0,1,1,0,0,0,10.0,0,0,0,0,0,0,110,40,0,40,60,10,-15,-15,"normal","normal","normal","normal","normal","normal"
9420504,50,"",2900,80,50,0,0,130,0,1,300,0,0,0,10.0,0,0,0,0,0,0,155,180,0,180,130,20,-5,-5,"weak","normal","normal","normal","normal","normal"
9420505,53,"",3200,100,0,0,0,140,0,1,500,0,0,0,10.0,0,0,0,0,0,0,160,110,0,150,75,18,-10,-10,"normal","weak","normal","normal","normal","normal"
9420506,23,"flying",450,50,0,0,0,40,0,1,1,0,0,0,10.0,0,0,0,0,0,0,95,20,0,30,50,8,0,0,"normal","normal","normal","normal","normal","normal"
9420507,48,"",3000,50,0,0,0,160,0,1,400,0,0,0,10.0,0,0,0,0,0,0,180,120,0,150,150,20,5,5,"normal","normal","normal","weak","normal","normal"
9420508,43,"",2150,60,0,0,0,120,0,1,100,0,0,0,10.0,0,0,0,0,0,0,100,400,0,400,100,18,5,5,"normal","normal","weak","normal","normal","normal"
9420509,58,"undead",5000,150,0,0,0,200,0,1,1000,0,0,0,10.0,0,0,0,0,0,0,180,160,0,200,70,18,-10,-10,"normal","normal","normal","normal","weak","normal"
9420510,63,"undead",5800,100,0,0,0,250,0,1,1300,0,0,0,10.0,0,0,0,0,0,0,200,190,0,150,100,20,-5,-5,"normal","normal","normal","weak","weak","normal"
9420511,60,"undead",5500,120,0,0,0,220,0,1,1000,0,0,0,10.0,0,0,0,0,0,0,200,190,220,220,150,22,-6,-6,"normal","weak","normal","normal","normal","normal"
9420512,68,"undead",11500,100,0,0,0,275,0,1,1500,0,0,0,10.0,0,0,0,0,0,0,220,220,220,250,140,27,-20,-20,"normal","normal","normal","normal","normal","normal"
9420513,100,"boss,auto_aggro",2000000,100000,5000,10000,0,210000,0,1,10000,0,0,0,10.0,0,0,0,4,5,0,500,700,700,900,160,12,0,0,"normal","normal","normal","normal","normal","normal"
9420527,45,"",2600,115,0,0,0,132,0,1,100,0,0,0,10.0,0,0,0,0,0,0,140,160,0,180,160,18,-30,-30,"normal","normal","normal","normal","normal","normal"
9420528,47,"",2850,50,0,0,0,135,0,1,280,0,0,0,10.0,0,0,0,0,0,0,150,140,140,180,150,24,-40,-40,"normal","normal","normal","normal","normal","normal"
9420529,52,"",3700,150,0,0,0,172,0,1,550,0,0,0,10.0,0,0,0,0,0,0,155,120,170,255,120,20,-10,-10,"normal","normal","normal","normal","normal","normal"
9420530,56,"",4600,110,0,0,0,185,0,1,0,0,0,0,10.0,0,0,0,0,0,0,155,170,0,180,130,22,-10,-10,"normal","normal","normal","normal","normal","normal"
9420531,59,"",5800,200,0,0,0,220,0,1,1000,0,0,0,10.0,0,0,0,0,0,0,210,180,200,200,130,25,-30,-30,"normal","normal","normal","normal","normal","normal"
9420532,59,"",6200,150,0,0,0,210,0,1,1100,0,0,0,10.0,0,0,0,0,0,0,210,220,220,190,100,20,0,0,"normal","normal","normal","normal","normal","normal"
9420533,61,"",6000,150,0,0,0,235,0,1,1300,0,0,0,10.0,0,0,0,0,0,0,220,220,50,230,110,28,-10,-10,"weak","strong","normal","normal","normal","normal"
9420534,65,"",9800,100,0,0,0,255,0,1,1200,0,0,0,10.0,0,0,0,0,0,0,180,180,230,240,130,24,-50,-50,"weak","normal","normal","normal","normal","normal"
9420535,68,"",12000,180,0,0,0,270,0,1,1000,0,0,0,10.0,0,0,0,0,0,0,230,200,210,220,160,27,20,20,"normal","normal","normal","normal","normal","normal"
9420536,72,"",15200,100,0,0,0,300,0,1,2000,0,0,0,10.0,0,0,0,0,0,0,270,320,320,260,172,25,-20,-20,"normal","normal","strong","normal","normal","normal"
9420537,75,"",15800,130,0,0,0,352,0,1,1500,0,0,0,10.0,0,0,0,0,0,0,270,250,320,250,120,25,5,5,"normal","normal","normal","normal","normal","normal"
9420538,82,"",28000,200,0,0,0,1250,0,1,1500,0,0,0,10.0,0,0,0,0,0,0,360,680,400,480,150,29,-10,-10,"normal","weak","weak","normal","normal","normal"
9420539,87,"",36000,150,0,0,0,2000,0,0,3700,0,0,0,10.0,0,0,0,0,0,0,388,820,430,465,160,26,-10,-10,"normal","weak","normal","weak","normal","normal"
9420540,94,"",43000,150,0,0,0,2500,0,0,4000,0,0,0,10.0,0,0,0,0,0,0,430,820,460,540,198,37,15,15,"normal","normal","normal","normal","weak","normal"
9420541,140,"boss",10,10,0,0,0,0,0,1,0,0,0,2,10.0,0,0,0,0,0,0,0,0,0,0,180,10,0,0,"normal","normal","normal","normal","normal","normal"
9420542,80,"boss",60000000,3600,2000,100,0,268800,0,1,10000,0,0,0,10.0,0,0,0,4,5,0,196,114,112,204,50,4,-20,-20,"weak","strong","immune","normal","normal","normal"
9420543,100,"boss",90000000,5400,3000,150,0,403200,0,1,15000,0,0,0,10.0,0,0,0,2,5,0,294,171,168,306,75,6,-20,-20,"weak","strong","immune","normal","normal","normal"
9420544,140,"boss,public_reward,explosive_reward,auto_aggro",150000000,9000,10000,500,0,1344000,0,1,50000,0,0,0,10.0,0,0,0,1,5,0,980,570,560,1020,250,20,-20,-20,"weak","strong","immune","normal","normal","normal"
9420545,59,"",6200,150,0,0,0,0,0,1,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,100,20,0,0,"normal","normal","normal","normal","normal","normal"
9420546,140,"boss",10,10,0,0,0,0,0,1,0,0,0,2,10.0,0,0,0,0,0,0,0,0,0,0,180,10,0,0,"normal","normal","normal","normal","normal","normal"
9420547,80,"boss",60000000,3600,2000,100,0,268800,0,1,10000,0,0,0,10.0,0,0,0,4,5,0,196,114,112,204,50,4,-20,-20,"strong","weak","normal","strong","normal","normal"
9420548,100,"boss",90000000,5400,3000,150,0,403200,0,1,15000,0,0,0,10.0,0,0,0,2,5,0,294,171,168,306,75,6,-20,-20,"strong","weak","normal","strong","normal","normal"
9420549,140,"boss,public_reward,explosive_reward,auto_aggro",150000000,9000,10000,500,0,1344000,0,1,50000,0,0,0,10.0,0,0,0,1,5,0,980,570,560,1020,250,20,-20,-20,"strong","weak","normal","strong","normal","normal"
9420550,59,"",5800,200,0,0,0,0,0,1,0,0,0,1,10.0,0,0,0,0,0,0,0,0,0,0,130,25,0,0,"normal","normal","normal","normal","normal","normal"
9500000,1,"boss",100000,100000,0,0,0,0,0,1,20000,0,0,10,10.0,0,0,0,0,0,0,1000,1000,1000,1000,250,12,0,0,"normal","normal","normal","normal","normal","normal"
9500001,1,"boss",100000,100000,0,0,0,0,9500000,1,20000,0,0,10,10.0,0,0,0,0,0,0,1000,1000,1000,1000,250,12,0,0,"normal","normal","normal","normal","normal","normal"
9500002,1,"boss",100000,100000,0,0,0,0,9500000,1,20000,0,0,10,10.0,0,0,0,0,0,0,1000,1000,1000,1000,250,12,0,0,"normal","normal","normal","normal","normal","normal"
9500003,1,"boss",100000,100000,0,0,0,0,9500000,1,20000,0,0,10,10.0,0,0,0,0,0,0,1000,1000,1000,1000,250,12,0,0,"normal","normal","normal","normal","normal","normal"
9500004,1,"boss",100000,100000,0,0,0,0,9500000,1,20000,0,0,10,10.0,0,0,0,0,0,0,1000,1000,1000,1000,250,12,0,0,"normal","normal","normal","normal","normal","normal"
9500005,1,"boss",100000,100000,0,0,0,0,9500000,1,20000,0,0,10,10.0,0,0,0,0,0,0,1000,1000,1000,1000,250,12,0,0,"normal","normal","normal","normal","normal","normal"
9500100,6,"",50,35,0,0,0,10,210100,1,1,0,0,0,10.0,0,0,0,0,0,0,42,5,0,10,35,1,-20,-20,"normal","normal","normal","weak","normal","normal"
9500101,7,"",75,40,0,0,0,15,1210100,1,1,0,0,0,10.0,0,0,0,0,0,0,52,5,0,20,40,0,0,0,"normal","normal","normal","normal","normal","normal"
9500102,8,"",80,45,0,0,0,15,1210102,1,1,0,0,0,10.0,0,0,0,0,0,0,52,0,0,10,42,1,0,0,"normal","normal","normal","normal","normal","normal"
9500103,15,"",240,10,0,0,0,26,1210103,1,30,0,0,0,10.0,0,0,0,0,0,0,80,40,0,50,80,10,10,10,"normal","normal","normal","normal","normal","normal"
9500104,12,"",200,50,0,0,0,24,1120100,1,1,0,0,0,10.0,0,0,0,0,0,0,82,10,0,40,40,4,0,0,"normal","normal","normal","weak","normal","normal"
9500105,15,"",250,25,0,0,0,26,1110100,1,1,0,0,0,10.0,0,0,0,0,0,0,82,12,0,40,45,5,-20,-20,"normal","normal","immune","normal","normal","normal"
9500106,22,"",300,35,0,0,0,35,2110200,1,1,0,0,0,10.0,0,0,0,0,0,0,90,30,0,0,55,7,-20,-20,"normal","normal","normal","normal","normal","normal"
9500107,30,"",950,0,10,0,0,60,3230400,1,0,0,0,0,10.0,0,0,0,0,0,0,100,38,0,40,65,12,-45,-45,"normal","normal","normal","normal","normal","normal"
9500108,32,"",1200,40,0,0,0,60,3110100,1,1,0,0,0,10.0,0,0,0,0,0,0,110,45,0,40,70,12,-40,-40,"strong","weak","normal","normal","normal","normal"
9500109,32,"",1000,0,0,0,0,65,3110102,1,0,0,0,0,10.0,0,0,0,0,0,0,102,65,0,75,90,13,-5,-5,"normal","normal","normal","normal","normal","normal"
9500110,35,"",1300,100,0,5,0,72,3230200,1,100,0,0,0,10.0,0,0,0,0,0,0,120,100,130,100,145,21,0,0,"normal","normal","normal","normal","strong","normal"
9500111,35,"undead",1200,80,0,0,0,70,3230101,1,50,0,0,0,10.0,0,0,0,0,0,0,110,90,0,90,100,17,0,0,"normal","weak","normal","normal","weak","normal"
9500112,35,"",1400,70,0,0,0,75,5400000,1,1000,0,0,0,10.0,0,0,0,0,0,0,130,110,0,100,105,18,10,10,"strong","weak","normal","normal","normal","normal"
9500113,36,"",1400,0,10,0,0,77,3210203,1,0,0,0,0,10.0,0,0,0,0,0,0,120,95,0,95,100,16,0,0,"normal","normal","normal","normal","normal","normal"
9500114,38,"",1850,110,10,5,0,85,3230103,1,0,0,0,0,10.0,0,0,0,0,0,0,120,120,130,140,140,18,5,5,"normal","normal","normal","normal","normal","normal"
9500115,37,"",1950,10,0,0,0,80,3230102,1,1,0,0,0,10.0,0,0,0,0,0,0,125,100,0,200,85,18,20,20,"normal","normal","normal","weak","normal","normal"
9500116,40,"undead",1800,100,0,0,0,90,4230101,1,100,0,0,0,10.0,0,0,0,0,0,0,120,70,135,70,110,25,30,30,"normal","normal","normal","normal","weak","normal"
9500117,36,"flying",1350,0,0,0,0,77,3210206,1,0,0,0,0,10.0,0,0,0,0,0,0,115,85,0,105,130,17,0,0,"normal","normal","normal","normal","normal","normal"
9500118,39,"flying",1900,0,0,0,0,85,3230308,1,0,0,0,0,10.0,0,0,0,0,0,0,130,120,0,130,135,17,0,0,"normal","normal","normal","normal","normal","normal"
9500119,39,"",1920,0,0,0,0,92,3230305,1,1,0,0,0,10.0,0,0,0,0,0,0,124,110,0,130,135,18,20,20,"normal","normal","normal","normal","normal","normal"
9500120,45,"",2600,0,0,0,0,110,4230110,1,400,0,0,0,10.0,0,0,0,0,0,0,150,130,0,110,105,14,-40,-40,"normal","normal","normal","normal","normal","normal"
9500121,48,"undead",2800,80,50,0,0,120,4230102,1,300,0,0,0,10.0,0,0,0,0,0,0,155,180,0,180,130,20,15,15,"normal","normal","normal","normal","weak","normal"
9500122,49,"",9000,220,0,0,0,580,4240000,1,0,0,0,0,10.0,0,0,0,0,0,0,140,140,180,250,140,25,-60,-60,"strong","strong","normal","strong","strong","normal"
9500123,59,"",6000,150,0,0,0,210,5150000,1,1100,0,0,0,10.0,0,0,0,0,0,0,200,160,190,220,100,20,-70,-70,"normal","normal","normal","normal","normal","normal"
9500124,60,"boss",20000,200,100,5,0,1200,6130101,0,1000,0,0,0,10.0,0,0,0,0,0,0,200,320,300,320,150,27,5,5,"normal","normal","normal","normal","normal","normal"
9500125,60,"",6000,120,0,0,0,220,6130100,1,1000,0,0,0,10.0,0,0,0,0,0,0,200,190,220,220,150,22,0,0,"weak","strong","normal","normal","normal","normal"
9500126,64,"",7700,130,0,0,0,250,6230600,1,1500,0,0,0,10.0,0,0,0,0,0,0,210,200,230,230,150,25,0,0,"strong","weak","normal","normal","normal","normal"
9500127,67,"undead",11000,100,0,2,0,265,6230500,1,1500,0,0,0,10.0,0,0,0,0,0,0,210,210,220,250,140,27,-40,-40,"immune","normal","normal","strong","weak","normal"
9500128,68,"",13000,100,80,2,0,265,6400000,1,2000,0,0,0,10.0,0,0,0,0,0,0,210,190,290,270,130,26,-30,-30,"normal","normal","normal","normal","weak","normal"
9500129,70,"",15000,200,30,5,0,270,7130100,1,1000,0,0,0,10.0,0,0,0,0,0,0,270,250,320,250,120,15,30,30,"normal","normal","immune","normal","normal","normal"
9500130,70,"boss,auto_aggro",25000,200,30,2,0,400,7130401,1,1000,0,0,0,10.0,0,0,0,0,0,0,285,280,335,280,120,15,-25,-25,"strong","weak","normal","normal","normal","normal"
9500131,73,"",15500,240,0,0,0,320,7130000,1,1200,0,0,0,10.0,0,0,0,0,0,0,280,300,315,320,160,28,5,5,"normal","normal","immune","normal","weak","normal"
9500132,75,"",16000,150,100,3,0,350,7130200,2,1500,0,0,0,10.0,0,0,0,0,0,0,330,800,380,290,160,25,-10,-10,"normal","normal","normal","normal","normal","normal"
9500133,78,"",20000,100,30,2,0,0,0,1,2500,0,0,0,10.0,0,0,0,0,0,0,330,600,365,450,145,30,-20,-20,"strong","weak","normal","normal","normal","normal"
9500134,80,"",27000,300,150,5,0,850,8140000,1,5000,0,0,0,10.0,0,0,0,0,0,0,350,650,410,520,140,28,-30,-30,"strong","weak","normal","normal","normal","normal"
9500135,85,"undead",32000,180,0,0,0,1300,7130010,1,3500,0,0,0,10.0,0,0,0,0,0,0,375,700,430,465,160,27,-30,-30,"normal","weak","normal","normal","weak","normal"
9500136,98,"",58000,220,0,0,0,2600,8141100,1,5300,0,0,0,10.0,0,0,0,0,0,0,460,845,520,580,205,38,-50,-50,"normal","strong","normal","weak","normal","normal"
9500137,95,"undead",53000,200,0,0,0,2800,8143000,1,5500,0,0,0,10.0,0,0,0,0,0,0,450,835,500,530,200,37,-10,-10,"immune","weak","normal","normal","weak","normal"
9500138,90,"",45000,190,0,0,0,1800,8140500,1,5000,0,0,0,10.0,0,0,0,0,0,0,425,835,465,505,195,38,-20,-20,"weak","strong","normal","normal","normal","normal"
9500139,80,"boss",50000,500,100,5,0,2000,8130100,0,3000,0,0,0,0.0,0,0,0,0,0,0,450,420,605,450,150,30,-20,-20,"normal","normal","immune","normal","weak","normal"
9500140,100,"boss,flying",100000,500,200,5,0,3500,8150000,0,5000,0,0,0,10.0,0,0,0,0,0,0,500,800,720,800,180,40,0,0,"normal","normal","immune","normal","weak","normal"
9500141,65,"",11000,80,50,2,0,455,6300000,1,2000,0,0,0,10.0,0,0,0,0,0,0,182,170,270,245,110,24,-50,-50,"strong","weak","normal","normal","normal","normal"
9500142,60,"",7200,100,0,0,0,420,6130102,1,1000,0,0,0,10.0,0,0,0,0,0,0,167,210,0,225,200,30,60,60,"strong","weak","normal","normal","normal","normal"
9500143,35,"",1400,0,0,0,0,72,0,1,1,0,0,0,10.0,0,0,0,0,0,0,120,100,0,130,110,16,0,0,"normal","normal","normal","normal","normal","normal"
9500144,10,"",120,20,0,0,0,19,0,1,1,0,0,0,10.0,0,0,0,0,0,0,70,10,0,30,30,2,-50,-50,"normal","normal","normal","normal","normal","normal"
9500145,38,"",1850,0,0,0,0,87,0,1,50,0,0,0,10.0,0,0,0,0,0,0,125,100,0,125,130,18,0,0,"normal","normal","normal","normal","normal","normal"
9500146,42,"",2250,0,0,0,0,100,0,1,50,0,0,0,10.0,0,0,0,0,0,0,135,120,0,130,150,18,-50,-50,"normal","normal","normal","normal","normal","normal"
9500147,70,"",20000,150,30,2,0,272,0,1,2500,0,0,0,10.0,0,0,0,0,0,0,280,280,330,280,125,18,-20,-20,"strong","weak","normal","normal","normal","normal"
9500148,45,"",2600,0,20,0,0,110,0,1,250,0,0,0,10.0,0,0,0,0,0,0,150,130,0,130,110,18,-50,-50,"strong","weak","normal","normal","normal","normal"
9500149,50,"",3600,120,0,0,0,136,0,1,400,0,0,0,10.0,0,0,0,0,0,0,150,170,0,180,120,24,-60,-60,"normal","normal","normal","normal","normal","normal"
9500150,60,"",6900,120,0,0,0,221,0,1,800,0,0,0,10.0,0,0,0,0,0,0,200,200,0,210,150,24,-50,-50,"strong","weak","normal","normal","normal","normal"
9500151,15,"",240,10,0,0,0,26,0,1,30,0,0,0,10.0,0,0,0,0,0,0,80,40,0,50,80,10,10,10,"normal","normal","normal","normal","normal","normal"
9500152,20,"",350,30,0,0,0,32,0,1,1,0,0,0,10.0,0,0,0,0,0,0,90,10,0,60,55,7,0,0,"normal","normal","normal","normal","normal","normal"
9500153,25,"",560,0,0,0,0,43,0,1,1,0,0,0,10.0,0,0,0,0,0,0,90,35,0,40,55,8,-40,-40,"normal","normal","normal","normal","normal","normal"
9500154,30,"",930,20,0,0,0,56,0,1,1,0,0,0,10.0,0,0,0,0,0,0,100,45,0,45,65,12,-40,-40,"normal","normal","normal","normal","normal","normal"
9500155,56,"",4500,120,0,0,0,185,0,1,500,0,0,60,10.0,0,0,0,0,0,0,165,150,180,190,135,28,-20,-20,"normal","weak","normal","normal","weak","normal"
9500156,48,"undead",2800,80,50,0,0,120,0,1,300,0,0,60,10.0,0,0,0,0,0,0,155,180,0,180,130,20,15,15,"normal","normal","normal","normal","weak","normal"
9500157,35,"undead",1200,80,0,0,0,70,0,1,50,0,0,60,10.0,0,0,0,0,0,0,110,90,0,90,100,17,0,0,"normal","weak","normal","normal","weak","normal"
9500158,70,"boss",25000,200,30,2,0,400,0,1,1000,0,0,60,10.0,0,0,0,0,0,0,285,280,335,280,120,15,-25,-25,"weak","strong","normal","normal","normal","normal"
9500159,70,"boss",25000,200,30,2,0,400,0,1,1000,0,0,60,10.0,0,0,0,0,0,0,285,280,335,280,120,15,-25,-25,"strong","weak","normal","normal","normal","normal"
9500160,70,"boss",25000,200,30,2,0,400,0,1,1000,0,0,60,10.0,0,0,0,0,0,0,285,280,335,280,120,15,-25,-25,"normal","normal","immune","normal","normal","normal"
9500161,80,"",27000,300,0,0,0,850,7130004,1,2800,0,0,0,10.0,0,0,0,0,0,0,350,650,410,450,140,28,-10,-10,"normal","normal","weak","normal","normal","normal"
9500162,80,"",27000,300,0,0,0,850,8140001,1,2800,0,0,0,10.0,0,0,0,0,0,0,350,650,410,450,140,28,-10,-10,"normal","normal","weak","normal","normal","normal"
9500163,83,"",30000,160,0,0,0,1100,8140002,1,3000,0,0,0,10.0,0,0,0,0,0,0,365,700,400,465,150,27,-10,-10,"weak","strong","normal","normal","normal","normal"
9500164,88,"undead",37000,200,0,0,0,1600,8140101,1,3000,0,0,0,10.0,0,0,0,0,0,0,390,800,430,495,170,28,-20,10,"normal","normal","normal","normal","weak","normal"
9500165,88,"",37000,200,0,0,0,1600,8140102,1,3000,0,0,0,10.0,0,0,0,0,0,0,390,800,430,495,170,28,0,10,"weak","strong","normal","normal","normal","normal"
9500166,88,"",37000,200,0,0,0,1600,8140103,1,3000,0,0,0,10.0,0,0,0,0,0,0,390,800,430,495,170,28,0,10,"strong","weak","normal","normal","normal","normal"
9500167,10,"",120,45,0,0,0,20,0,1,1,0,0,0,10.0,0,0,0,0,0,0,70,10,0,30,40,2,5,5,"normal","normal","normal","normal","normal","normal"
9500168,20,"boss,public_reward,auto_aggro",945,30,0,0,0,182,0,0,1,0,0,600,10.0,0,0,0,0,0,0,45,10,45,20,140,0,-20,-20,"normal","normal","normal","normal","normal","normal"
9500169,30,"boss,public_reward,auto_aggro",3094,500,0,0,0,263,0,0,1,0,0,600,0.0,0,0,0,0,0,0,95,20,90,10,150,0,-20,-20,"normal","normal","normal","normal","weak","normal"
9500170,45,"boss,public_reward,auto_aggro",8925,500,0,0,0,543,0,0,200,0,0,600,0.0,0,0,0,0,0,0,105,40,100,40,160,0,-20,-20,"normal","normal","normal","normal","normal","normal"
9500171,50,"boss,flying,public_reward,auto_aggro",18620,500,0,0,0,1267,0,0,500,0,0,600,10.0,0,0,0,0,0,0,135,120,145,120,180,0,0,0,"normal","normal","normal","normal","weak","normal"
9500172,50,"boss,public_reward,auto_aggro",20230,500,0,0,0,1590,0,1,500,0,0,600,10.0,0,0,0,0,0,0,100,38,110,40,160,0,-30,-30,"normal","normal","normal","normal","normal","normal"
9500173,80,"boss,public_reward,auto_aggro",205100,1500,0,0,0,17200,0,1,3000,0,0,600,10.0,0,0,0,0,0,0,165,150,170,160,170,0,-20,-20,"normal","normal","weak","strong","normal","normal"
9500174,80,"boss,public_reward,auto_aggro",205100,1500,0,0,0,17200,0,1,3000,0,0,600,10.0,0,0,0,0,0,0,165,150,170,160,170,0,-20,-20,"weak","strong","normal","normal","normal","normal"
9500175,60,"boss,public_reward,auto_aggro",54600,300,0,0,0,2430,0,1,220,0,0,600,10.0,0,0,0,0,0,0,115,95,120,90,140,0,-60,-60,"normal","normal","normal","normal","normal","normal"
9500176,60,"boss,public_reward,auto_aggro",50400,190,0,0,0,2260,0,0,220,0,0,600,10.0,0,0,0,0,0,0,85,35,75,25,160,0,-20,-20,"normal","weak","normal","normal","normal","normal"
9500177,50,"boss,auto_aggro",20692,200,0,0,0,1780,0,1,200,0,0,1500,10.0,0,0,0,0,0,0,70,10,65,0,150,0,-20,-20,"normal","normal","normal","normal","normal","normal"
9500178,40,"auto_aggro",1435,10,0,0,0,0,0,1,150,0,0,1500,10.0,0,0,0,0,0,0,80,40,0,10,140,0,0,0,"normal","normal","normal","normal","normal","normal"
9500179,40,"boss,auto_aggro",5810,1000,0,0,0,532,0,1,150,0,0,1500,10.0,0,0,0,0,0,0,80,40,70,10,140,0,-15,-15,"normal","normal","normal","normal","normal","normal"
9500180,90,"boss,auto_aggro",353500,1000,0,0,0,18200,0,1,5000,0,0,1500,10.0,0,0,0,0,0,0,195,170,180,160,180,0,-40,-40,"normal","normal","normal","normal","normal","normal"
9500181,90,"boss,auto_aggro",211400,500,0,0,0,24647,0,1,5000,0,0,1500,10.0,0,0,0,0,0,0,195,170,180,160,180,0,60,60,"normal","normal","normal","normal","normal","normal"
9500182,35,"boss",330000000,500,0,0,0,35,0,0,1000,0,0,0,10.0,0,0,0,0,0,0,1,1,1,1,150,999,-23,-23,"normal","normal","normal","normal","normal","normal"
9500183,35,"boss",330000000,500,0,0,0,35,0,0,1000,0,0,10,10.0,0,0,0,0,0,0,1,1,1,1,150,999,-23,-23,"normal","normal","normal","normal","normal","normal"
9500184,15,"flying",15,0,0,0,0,20,0,0,3,5,0,0,10.0,0,0,0,0,0,0,80,10,0,40,50,1,0,0,"normal","normal","normal","normal","normal","normal"
9500185,15,"flying",15,0,0,0,0,20,0,0,3,5,0,0,10.0,0,0,0,0,0,0,80,10,0,40,50,1,0,0,"normal","normal","normal","normal","normal","normal"
9500186,15,"flying",15,0,0,0,0,20,0,0,3,5,0,0,10.0,0,0,0,0,0,0,80,10,0,40,50,1,0,0,"normal","normal","normal","normal","normal","normal"
9500187,20,"",20,0,0,0,0,25,0,0,0,5,0,0,10.0,0,0,0,0,0,0,90,10,0,60,55,1,-40,-40,"normal","normal","normal","normal","normal","normal"
9500188,20,"",20,0,0,0,0,25,0,0,0,5,0,0,10.0,0,0,0,0,0,0,90,10,0,60,55,1,-40,-40,"normal","normal","normal","normal","normal","normal"
9500189,30,"",100,0,0,0,0,50,0,1,100,10,0,0,10.0,0,0,0,0,0,0,95,60,100,50,80,1,20,20,"normal","normal","normal","normal","normal","normal"
9500190,1800,"auto_aggro",70,5,0,0,0,95,0,1,100,5,0,0,10.0,0,0,0,0,0,0,140,160,0,160,150,17,140,140,"normal","normal","normal","normal","normal","normal"
9500191,16,"undead",20,10,0,0,0,20,0,0,0,5,0,0,10.0,0,0,0,0,0,0,80,12,0,40,45,1,-20,-20,"normal","normal","normal","normal","normal","normal"
9500192,100,"",10,10,0,0,0,12,0,0,0,5,0,180,10.0,0,0,0,0,0,0,40,5,0,10,40,1,0,0,"normal","normal","normal","normal","normal","normal"
9500193,100,"",10,40,0,0,0,12,0,0,0,5,0,180,10.0,0,0,0,0,0,0,40,5,0,10,40,1,-40,-40,"normal","normal","normal","normal","normal","normal"
9500194,20,"boss,invincible,auto_aggro",350,30,0,0,0,1,0,0,0,0,0,3,10.0,0,0,0,0,0,0,1,10,0,60,999,999,0,0,"normal","normal","normal","normal","normal","normal"
9500195,10,"",10,0,0,0,0,16,0,0,1,5,0,0,10.0,0,0,0,0,0,0,60,10,60,30,40,1,-50,-50,"normal","normal","normal","normal","normal","normal"
9500196,15,"undead",15,0,0,0,0,16,0,0,1,5,0,0,10.0,0,0,0,0,0,0,72,12,0,40,45,1,-50,-50,"normal","normal","normal","normal","normal","normal"
9500197,10,"undead,damaged_by_normal_attacks_only",50,0,0,0,0,0,0,1,1,5,0,0,10.0,0,0,0,0,0,0,42,5,0,10,42,1,-50,-50,"normal","normal","normal","normal","normal","normal"
